,gender,married,dependents,education,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount_term,credit_history,property_area_Semiurban,property_area_Urban,loan_status
632,0,0,0,0,0,-0.027,-0.835,-0.942,0.284,1.0,0.0,0.0,0
633,1,1,0,0,0,0.568,2.303,1.453,0.284,0.491,0.491,0.509,0
634,1,0,0,0,0,2.233,-0.835,1.616,0.284,0.0,0.733,0.267,0
635,1,0,1,0,0,0.016,-0.835,-0.615,0.284,0.856,0.144,0.0,0
636,0,0,0,0,0,0.272,-0.835,-0.455,0.284,0.0,0.0,0.0,0
637,1,1,0,0,0,-0.181,1.081,0.689,0.284,1.0,0.0,1.0,0
638,0,0,0,0,0,-0.4,-0.835,-1.143,0.284,1.0,0.257,0.743,0
639,1,1,2,1,0,0.037,-0.835,-0.708,0.284,0.1,0.9,0.1,0
640,0,0,0,0,0,-0.176,-0.835,-0.472,0.284,0.919,1.0,0.0,0
641,1,0,0,0,0,2.233,-0.835,1.839,0.284,0.72,0.72,0.28,0
642,1,1,1,0,0,-0.103,0.07,-0.179,0.284,1.0,0.0,0.0,0
643,1,0,0,0,0,-0.435,-0.835,-0.781,0.284,0.956,0.0,0.956,0
644,0,0,1,0,0,-0.449,-0.835,-1.059,0.284,0.0,0.0,0.003,0
645,1,0,0,0,0,-1.086,-0.835,-0.539,0.284,1.0,0.0,0.711,0
646,1,1,1,0,0,0.585,0.318,0.86,1.703,1.0,0.734,0.0,0
647,1,0,0,0,1,2.233,-0.835,0.959,0.284,0.0,0.0,1.0,0
648,0,0,0,0,0,-0.447,-0.835,-1.099,0.284,0.45,0.0,1.0,0
649,1,1,2,0,1,0.792,-0.82,-0.162,0.284,0.023,0.0,0.0,0
650,1,0,0,0,0,-0.415,1.823,0.394,0.284,0.334,0.0,0.334,0
651,0,0,0,0,0,-0.178,-0.835,-0.466,0.284,0.836,1.0,0.0,0
652,1,0,0,0,0,0.497,1.955,1.907,0.284,0.699,0.699,0.0,0
653,1,1,1,0,0,-0.974,0.063,-0.022,0.284,0.508,0.0,0.492,0
654,1,0,0,0,0,0.609,-0.835,0.163,-0.1,1.0,0.198,0.0,0
655,0,0,0,0,0,-0.488,-0.835,-0.032,-4.941,1.0,1.0,0.0,0
656,1,1,0,0,0,-0.152,0.677,-0.421,0.284,1.0,0.0,1.0,0
657,0,0,1,0,0,-0.499,-0.835,-0.09,0.284,1.0,0.421,0.579,0
658,1,1,2,1,0,-0.896,0.014,0.088,0.284,0.378,0.0,0.0,0
659,0,0,0,0,0,-0.819,0.146,-0.573,-1.758,0.445,0.445,0.0,0
660,0,1,0,0,0,0.263,-0.835,-0.828,0.284,0.0,0.373,0.0,0
661,0,0,0,0,0,1.154,-0.835,0.391,0.284,0.62,0.0,0.38,0
662,1,1,2,0,0,0.215,-0.835,-0.69,0.284,0.814,0.0,0.814,0
663,1,1,0,0,0,-0.432,1.765,-0.031,-1.95,0.0,0.0,0.0,0
664,0,0,0,0,0,-0.923,-0.835,-1.664,0.284,0.95,0.0,0.05,0
665,1,0,1,0,0,-0.43,-0.835,-0.781,0.284,0.49,0.0,0.49,0
666,1,1,0,1,0,0.57,-0.835,1.1,0.284,0.33,0.0,0.33,0
667,0,0,0,0,0,-0.106,0.676,-0.442,0.471,1.0,0.0,0.903,0
668,1,1,0,0,0,-0.64,0.906,0.231,0.284,0.548,0.548,0.452,0
669,1,0,0,0,0,-0.422,1.824,-0.012,-2.248,0.128,0.0,0.128,0
670,1,0,0,0,0,-1.438,1.01,-0.506,0.284,1.0,0.0,0.893,0
671,1,0,0,0,0,2.233,-0.835,0.419,0.284,1.0,0.694,0.306,0
672,0,0,0,0,0,2.178,-0.138,1.407,0.284,1.0,0.319,0.0,0
673,1,0,0,0,0,0.144,-0.835,-0.217,0.284,0.0,0.0,0.0,0
